,Shipment_ID,Source_City,Destination_City,Food_Product,Vehicle_Type,Road_Type,Weather_Condition,Distance_km,Shipment_Weight_kg,Fuel_Price_INR_per_litre,Avg_Speed_kmph,Transit_Time_hours,Refrigeration_Cost_INR,Toll_Cost_INR,Driver_Cost_INR,Maintenance_Cost_INR,Total_Transportation_Cost_INR,Max_Allowable_Time_hours,Cost_per_km,Delay_Hours,Delay_Ratio,Shelf_Life_Utilization,Fuel_Cost_Index,Perishability_Risk_Index
105,SHP00106,Nagpur,Bhubaneswar,Cheese,Non-Refrigerated Truck,Urban Road,Hot,287,14460,92.99,32,8.3,1136.52,3218.05,7539.55,3848.89,116520.13,26,405.9934843205575,0.0,0.0,0.3192307692307692,26688.13,0.1596153846153846
106,SHP00107,Pune,Chennai,Paneer,Refrigerated Truck,State Highway,Hot,1211,3526,114.03,49,9.31,12568.22,3653.2,5535.21,1146.8,28745.04,71,23.73661436829067,0.0,0.0,0.1311267605633803,138090.33,0.0655633802816901
107,SHP00108,Jaipur,Delhi,Curd,Non-Refrigerated Truck,Urban Road,Foggy,779,11975,101.06,64,42.46,9058.0,3053.52,4344.6,921.53,25015.6,33,32.11245186136072,9.46,0.2227979274611399,1.2866666666666666,78725.74,0.7547322970639032
108,SHP00109,Patna,Patna,Fresh Vegetables,Mini Van,National Highway,Hot,507,18092,103.32,56,40.31,7305.95,3167.64,4930.03,613.78,64151.13,51,126.53082840236686,0.0,0.0,0.7903921568627451,52383.24,0.3951960784313725
109,SHP00110,Patna,Bhopal,Cheese,Mini Van,Urban Road,Hot,2092,13714,107.06,41,44.03,5717.75,4596.65,4334.95,2887.72,111446.96,48,53.27292543021033,0.0,0.0,0.9172916666666668,223969.52,0.4586458333333333
110,SHP00111,Lucknow,Bengaluru,Ready-to-Eat Meals,Non-Refrigerated Truck,State Highway,Rainy,1804,18494,95.01,45,25.56,6556.02,4429.25,4347.41,2991.46,17740.62,29,9.834046563192905,0.0,0.0,0.8813793103448275,171398.04,0.4406896551724137
111,SHP00112,Bhopal,Bhopal,Fresh Vegetables,Non-Refrigerated Truck,National Highway,Foggy,763,11934,114.06,61,7.42,11923.69,4586.26,4018.46,3845.88,110536.02,24,144.87027522935782,0.0,0.0,0.3091666666666666,87027.78,0.1545833333333333
112,SHP00113,Pune,Bengaluru,Meat,Mini Van,State Highway,Clear,1660,17981,89.57,62,43.46,3110.21,4449.01,7270.93,3417.99,17398.28,31,10.48089156626506,12.46,0.2867004141739531,1.4019354838709677,148686.19999999998,0.8443179490224604
113,SHP00114,Raipur,Bhubaneswar,Frozen Peas,Refrigerated Truck,Urban Road,Rainy,393,17136,98.73,45,14.3,1535.86,3489.89,4190.89,392.2,24779.07,45,63.05106870229008,0.0,0.0,0.3177777777777777,38800.89,0.1588888888888888
114,SHP00115,Kolkata,Lucknow,Curd,Refrigerated Truck,National Highway,Foggy,1412,11644,89.36,58,27.21,8645.01,2560.43,2541.0,3310.05,23213.23,48,16.439964589235128,0.0,0.0,0.566875,126176.32,0.2834375
115,SHP00116,Bengaluru,Ahmedabad,Frozen Peas,Mini Van,Urban Road,Foggy,1537,933,108.71,56,43.61,12954.14,2539.44,2601.28,3879.22,31484.21,15,20.484196486662327,28.61,0.6560421921577619,2.9073333333333333,167087.27,1.7816877627455476
116,SHP00117,Pune,Patna,Ready-to-Eat Meals,Refrigerated Truck,National Highway,Rainy,712,18840,88.22,60,18.18,8652.43,3903.49,1921.28,2245.24,91381.34,15,128.3445786516854,3.18,0.1749174917491749,1.212,62812.64,0.6934587458745874
117,SHP00118,Bhopal,Kolkata,Fresh Fruits,Refrigerated Truck,State Highway,Hot,295,19672,101.62,53,40.89,12044.25,4634.98,4879.96,905.58,53843.46,20,182.5202033898305,20.89,0.5108828564441183,2.0445,29977.9,1.2776914282220593
118,SHP00119,Patna,Mumbai,Fresh Fruits,Non-Refrigerated Truck,State Highway,Clear,1327,9914,88.14,60,52.6,13445.01,622.69,3273.75,1159.4,98314.87,23,74.08807083647325,29.6,0.5627376425855514,2.2869565217391306,116961.78,1.424847082162341
119,SHP00120,Chandigarh,Hyderabad,Cheese,Refrigerated Truck,State Highway,Clear,2164,583,98.58,38,8.47,1614.87,4408.77,5041.83,3399.23,42746.27,62,19.7533595194085,0.0,0.0,0.1366129032258064,213327.12,0.0683064516129032
120,SHP00121,Kolkata,Chennai,Ready-to-Eat Meals,Mini Van,Urban Road,Foggy,1606,6276,93.41,65,46.12,9043.11,4278.46,7516.01,3876.14,58962.11,33,36.713642590286426,13.119999999999996,0.2844752818733738,1.3975757575757577,150016.46,0.8410255197245656
121,SHP00122,Bhopal,Pune,Frozen Peas,Refrigerated Truck,National Highway,Foggy,1607,3545,112.1,35,38.64,12574.98,620.43,7689.43,3837.09,61964.23,43,38.558948350964535,0.0,0.0,0.8986046511627908,180144.7,0.4493023255813954
122,SHP00123,Pune,Lucknow,Paneer,Non-Refrigerated Truck,State Highway,Clear,1264,8128,86.59,59,10.63,9831.33,3351.43,3140.59,2134.59,58543.82,24,46.31631329113924,0.0,0.0,0.4429166666666667,109449.76,0.2214583333333333
123,SHP00124,Mumbai,Hyderabad,Fresh Vegetables,Mini Van,Urban Road,Foggy,354,4515,104.5,55,52.03,9077.31,4865.07,2541.47,2582.13,50796.49,50,143.49290960451978,2.030000000000001,0.0390159523351912,1.0406,36993.0,0.5398079761675956
124,SHP00125,Lucknow,Ranchi,Cheese,Mini Van,Urban Road,Clear,842,3058,105.86,69,25.14,11927.1,4287.96,1387.38,2775.22,45265.4,63,53.75938242280285,0.0,0.0,0.399047619047619,89134.12,0.1995238095238095
125,SHP00126,Bhopal,Mumbai,Fresh Vegetables,Mini Van,National Highway,Hot,456,10997,111.67,36,16.4,10755.33,501.64,2910.23,1869.86,102359.61,53,224.4728289473684,0.0,0.0,0.3094339622641509,50921.52,0.1547169811320754
126,SHP00127,Hyderabad,Raipur,Fish,Non-Refrigerated Truck,State Highway,Clear,381,2776,111.33,37,23.21,7773.53,4640.9,4544.06,3773.19,51849.03,71,136.08669291338583,0.0,0.0,0.3269014084507042,42416.73,0.1634507042253521
127,SHP00128,Indore,Bhopal,Fish,Mini Van,Urban Road,Clear,2087,4893,114.31,40,41.14,1138.48,1030.81,5218.25,3330.3,20139.94,18,9.650186871106852,23.14,0.5624696159455518,2.285555555555556,238564.97,1.4240125857505537
128,SHP00129,Indore,Delhi,Fish,Non-Refrigerated Truck,State Highway,Clear,1846,19549,92.62,32,43.44,9393.39,547.88,1687.12,797.63,27296.28,57,14.786717226435536,0.0,0.0,0.7621052631578947,170976.52000000002,0.3810526315789473
129,SHP00130,Chandigarh,Hyderabad,Fresh Fruits,Non-Refrigerated Truck,National Highway,Foggy,600,17388,93.24,33,15.54,3591.04,1293.63,2718.47,789.99,85440.32,69,142.40053333333336,0.0,0.0,0.2252173913043478,55944.0,0.1126086956521739
130,SHP00131,Pune,Bengaluru,Milk,Refrigerated Truck,State Highway,Hot,1410,10476,96.92,62,67.69,4184.25,2519.55,1293.69,2374.74,119243.49,34,84.56985106382979,33.69,0.4977101492096321,1.9908823529411763,136657.2,1.2442962510754043
131,SHP00132,Delhi,Bhopal,Ready-to-Eat Meals,Mini Van,State Highway,Rainy,1103,7083,101.13,49,26.37,10353.39,4113.08,6433.5,2282.9,83104.89,51,75.34441523118767,0.0,0.0,0.5170588235294118,111546.39,0.2585294117647059
132,SHP00133,Delhi,Bhubaneswar,Fresh Fruits,Refrigerated Truck,Urban Road,Rainy,489,10300,96.01,34,22.24,7069.88,1482.17,2891.13,369.62,14814.9,25,30.29631901840491,0.0,0.0,0.8896,46948.89,0.4448
133,SHP00134,Bhopal,Indore,Ready-to-Eat Meals,Refrigerated Truck,Urban Road,Clear,307,17824,107.21,63,16.7,10893.31,2073.21,4983.88,1985.22,65181.6,50,212.31791530944625,0.0,0.0,0.3339999999999999,32913.47,0.1669999999999999
134,SHP00135,Jaipur,Pune,Meat,Non-Refrigerated Truck,National Highway,Foggy,832,4757,85.26,43,12.2,6192.1,877.18,4221.52,3808.29,75176.38,28,90.35622596153848,0.0,0.0,0.4357142857142856,70936.32,0.2178571428571428
135,SHP00136,Chennai,Patna,Frozen Peas,Refrigerated Truck,National Highway,Rainy,1864,5202,85.53,42,70.78,13115.46,1599.45,4341.54,1948.07,70788.15,18,37.97647532188841,52.78,0.7456908731280023,3.9322222222222223,159427.92,2.3389565476751124
136,SHP00137,Pune,Chennai,Fish,Refrigerated Truck,National Highway,Rainy,283,5453,106.48,53,49.88,6692.49,4529.94,5659.82,2786.4,23678.3,59,83.66890459363957,0.0,0.0,0.8454237288135593,30133.84,0.4227118644067796
137,SHP00138,Hyderabad,Ranchi,Fish,Refrigerated Truck,Urban Road,Clear,2123,2412,111.49,59,57.52,7660.44,3467.81,3872.87,2904.87,81603.68,52,38.437908619877525,5.520000000000003,0.0959666203059805,1.1061538461538465,236693.27,0.6010602332299134
138,SHP00139,Ahmedabad,Delhi,Meat,Mini Van,National Highway,Clear,442,16856,108.3,69,31.3,2330.92,3434.84,2748.9,412.56,7132.74,71,16.137420814479636,0.0,0.0,0.4408450704225352,47868.6,0.2204225352112676
139,SHP00140,Jaipur,Ranchi,Curd,Refrigerated Truck,National Highway,Foggy,511,10463,88.51,40,32.19,7801.69,1399.23,3866.87,1331.61,92146.78,30,180.32637964774952,2.1899999999999977,0.0680335507921714,1.073,45228.61,0.5705167753960857
140,SHP00141,Bengaluru,Indore,Milk,Non-Refrigerated Truck,Urban Road,Rainy,1801,12807,113.05,38,71.11,3977.1,901.83,6766.34,3770.85,35383.58,20,19.64662965019434,51.11,0.7187456054000844,3.5555,203603.05,2.137122802700042
141,SHP00142,Delhi,Ahmedabad,Curd,Mini Van,National Highway,Clear,888,901,100.66,42,17.65,11563.22,4459.66,4934.63,2187.83,115820.81,66,130.4288400900901,0.0,0.0,0.2674242424242424,89386.08,0.1337121212121212
142,SHP00143,Lucknow,Indore,Fresh Fruits,Non-Refrigerated Truck,Urban Road,Hot,159,14255,107.27,42,26.23,10853.65,4729.5,7836.32,3921.76,48515.37,14,305.1281132075472,12.23,0.466260007624857,1.8735714285714289,17055.93,1.1699157180981428
143,SHP00144,Indore,Patna,Curd,Mini Van,National Highway,Hot,1548,10252,91.03,61,17.27,729.73,457.2,6495.04,3611.5,13001.69,68,8.399024547803618,0.0,0.0,0.2539705882352941,140914.44,0.126985294117647
144,SHP00145,Patna,Mumbai,Ready-to-Eat Meals,Mini Van,Urban Road,Hot,1401,16143,101.46,36,23.22,7660.28,2744.78,6779.21,1338.07,118912.03,58,84.87653818700927,0.0,0.0,0.4003448275862069,142145.46,0.2001724137931034
145,SHP00146,Jaipur,Raipur,Paneer,Mini Van,State Highway,Clear,255,10205,94.9,40,49.12,1158.21,2311.14,6478.66,1287.33,77982.37,32,305.8132156862745,17.119999999999997,0.3485342019543974,1.535,24199.5,0.9417671009771986
146,SHP00147,Raipur,Pune,Ready-to-Eat Meals,Non-Refrigerated Truck,Urban Road,Foggy,1144,3847,114.24,30,25.01,8754.58,3744.34,4096.24,1612.96,69858.05,49,61.06472902097902,0.0,0.0,0.5104081632653061,130690.56,0.255204081632653
147,SHP00148,Raipur,Bhopal,Cheese,Refrigerated Truck,Urban Road,Hot,259,18233,99.23,57,63.54,13573.76,1648.62,6624.97,2183.4,45865.16,24,177.08555984555986,39.54,0.6222851746931067,2.6475,25700.57,1.6348925873465534
148,SHP00149,Indore,Delhi,Fresh Fruits,Mini Van,Urban Road,Hot,234,15384,107.67,37,7.31,13073.95,3178.77,5415.7,3618.84,57139.67,22,244.18662393162396,0.0,0.0,0.3322727272727273,25194.78,0.1661363636363636
149,SHP00150,Pune,Hyderabad,Fish,Non-Refrigerated Truck,National Highway,Hot,1456,19971,103.1,44,28.12,4035.32,596.4,2579.73,2155.15,56274.09,34,38.64978708791209,0.0,0.0,0.8270588235294118,150113.6,0.4135294117647059
150,SHP00151,Mumbai,Bhopal,Fresh Fruits,Mini Van,Urban Road,Clear,940,2730,87.83,34,62.53,2531.65,4150.18,1664.76,3198.74,36108.88,25,38.41370212765957,37.53,0.6001919078842156,2.5012,82560.2,1.5506959539421077
151,SHP00152,Chennai,Chandigarh,Curd,Refrigerated Truck,Urban Road,Clear,448,2291,101.29,51,46.25,11970.43,1345.75,4491.95,2441.92,44602.38,29,99.55888392857142,17.25,0.372972972972973,1.5948275862068966,45377.920000000006,0.9839002795899348
152,SHP00153,Raipur,Lucknow,Fresh Vegetables,Mini Van,National Highway,Clear,1732,4619,101.21,49,56.43,8419.65,1706.84,5080.37,1147.11,112954.45,21,65.21619515011547,35.43,0.6278575225943647,2.6871428571428573,175295.72,1.657500189868611
153,SHP00154,Bengaluru,Ranchi,Fresh Fruits,Non-Refrigerated Truck,State Highway,Hot,1027,16454,106.47,33,26.01,6645.52,2015.57,3445.88,1860.14,24656.03,37,24.00781888997079,0.0,0.0,0.702972972972973,109344.69,0.3514864864864865
154,SHP00155,Raipur,Raipur,Frozen Peas,Mini Van,Urban Road,Clear,363,10975,94.66,54,29.11,12252.22,1191.76,5407.49,1826.72,61752.74,17,170.11774104683195,12.11,0.4160082445894881,1.7123529411764706,34361.58,1.0641805928829795
155,SHP00156,Raipur,Raipur,Fresh Fruits,Non-Refrigerated Truck,National Highway,Clear,277,10492,110.82,45,64.4,4161.42,4082.71,2055.33,3971.56,109050.92,34,393.685631768953,30.40000000000001,0.4720496894409938,1.894117647058824,30697.14,1.1830836682499088
156,SHP00157,Raipur,Kolkata,Ready-to-Eat Meals,Refrigerated Truck,State Highway,Foggy,1219,16615,103.68,69,54.97,3756.82,529.64,6644.26,2334.58,93354.61,51,76.5829450369155,3.969999999999999,0.0722212115699472,1.077843137254902,126385.92,0.5750321744124246
157,SHP00158,Mumbai,Bengaluru,Fresh Vegetables,Refrigerated Truck,Urban Road,Clear,976,13164,86.18,56,30.13,9373.01,4680.96,3805.47,580.12,119665.87,59,122.60847336065574,0.0,0.0,0.5106779661016949,84111.68000000001,0.2553389830508474
158,SHP00159,Mumbai,Nagpur,Milk,Mini Van,State Highway,Rainy,2158,4544,106.21,58,18.64,4452.49,4666.84,6081.6,2426.19,94865.86,16,43.96008341056534,2.640000000000001,0.1416309012875536,1.165,229201.18,0.6533154506437768
159,SHP00160,Bengaluru,Lucknow,Ready-to-Eat Meals,Refrigerated Truck,Urban Road,Clear,1896,7974,112.21,41,11.23,6688.46,4171.34,6970.85,2395.89,8639.23,50,4.556555907172996,0.0,0.0,0.2246,212750.16,0.1123
160,SHP00161,Delhi,Nagpur,Fresh Vegetables,Non-Refrigerated Truck,Urban Road,Clear,586,1841,105.49,36,62.6,7094.81,4770.3,2672.13,2077.63,28888.84,49,49.29836177474403,13.6,0.2172523961661342,1.2775510204081633,61817.14,0.7474017082871487
161,SHP00162,Delhi,Delhi,Fresh Vegetables,Mini Van,State Highway,Rainy,124,19698,96.4,53,51.44,3472.84,3853.48,4818.0,1486.33,112061.78,39,903.7240322580644,12.439999999999998,0.2418351477449455,1.318974358974359,11953.6,0.7804047533596523
162,SHP00163,Mumbai,Chandigarh,Fresh Fruits,Non-Refrigerated Truck,State Highway,Rainy,1726,12008,102.72,34,45.3,1394.43,2900.39,1874.95,1217.32,114268.71,23,66.20435110081112,22.3,0.4922737306843266,1.9695652173913043,177294.72,1.2309194740378155
163,SHP00164,Indore,Bhubaneswar,Meat,Mini Van,State Highway,Clear,1491,8822,90.14,62,56.81,11616.83,3663.78,1298.05,1060.58,68208.47,22,45.74679409792086,34.81,0.6127442351698644,2.5822727272727275,134398.74,1.597508481221296
164,SHP00165,Hyderabad,Ranchi,Paneer,Non-Refrigerated Truck,Urban Road,Foggy,1676,13731,103.04,67,66.22,11862.02,218.96,1280.34,637.76,56797.43,36,33.88868138424821,30.22,0.4563575958924796,1.8394444444444444,172695.04,1.147901020168462
165,SHP00166,Kolkata,Bhubaneswar,Meat,Mini Van,Urban Road,Hot,1649,6044,100.03,69,55.79,9176.36,3490.04,7651.1,1699.86,76780.13,43,46.56163129169194,12.79,0.2292525542211866,1.2974418604651163,164949.47,0.7633472073431514
166,SHP00167,Chandigarh,Ahmedabad,Fresh Vegetables,Non-Refrigerated Truck,National Highway,Rainy,658,16202,85.78,35,32.6,2654.84,401.73,1313.56,2962.64,108495.48,57,164.88674772036472,0.0,0.0,0.5719298245614035,56443.24,0.2859649122807017
167,SHP00168,Raipur,Lucknow,Fresh Fruits,Non-Refrigerated Truck,National Highway,Foggy,661,4814,94.66,37,16.0,7405.09,4460.72,5222.11,2444.79,58746.77,55,88.8755975794251,0.0,0.0,0.2909090909090909,62570.26,0.1454545454545454
168,SHP00169,Hyderabad,Lucknow,Paneer,Mini Van,National Highway,Clear,1070,10300,90.74,51,52.54,3079.54,4503.32,1401.74,355.86,78649.8,40,73.50448598130842,12.54,0.2386752950133231,1.3135,97091.8,0.7760876475066615
169,SHP00170,Bengaluru,Bengaluru,Fish,Non-Refrigerated Truck,Urban Road,Clear,834,8888,96.72,43,20.78,13278.47,748.74,6002.34,3386.73,31404.25,70,37.65497601918465,0.0,0.0,0.2968571428571429,80664.48,0.1484285714285714
170,SHP00171,Mumbai,Lucknow,Frozen Peas,Refrigerated Truck,State Highway,Rainy,290,6480,92.25,38,57.22,10610.69,3462.22,4425.27,1779.65,68393.3,20,235.83896551724135,37.22,0.6504718629849703,2.861,26752.5,1.755735931492485
171,SHP00172,Hyderabad,Bhubaneswar,Curd,Non-Refrigerated Truck,National Highway,Rainy,2102,5213,110.03,42,27.03,954.96,3407.09,2458.5,2899.76,20525.09,67,9.764552806850618,0.0,0.0,0.4034328358208955,231283.06,0.2017164179104477
172,SHP00173,Chandigarh,Hyderabad,Paneer,Mini Van,Urban Road,Foggy,1288,18519,105.93,61,14.66,524.16,2590.79,5223.16,3125.71,6961.55,33,5.404930124223602,0.0,0.0,0.4442424242424242,136437.84,0.2221212121212121
173,SHP00174,Ranchi,Chennai,Fish,Refrigerated Truck,State Highway,Clear,1652,11435,107.2,43,21.32,14764.53,320.11,3339.5,2063.26,71204.77,23,43.102161016949154,0.0,0.0,0.9269565217391303,177094.4,0.4634782608695652
174,SHP00175,Ranchi,Ahmedabad,Fish,Refrigerated Truck,National Highway,Rainy,443,13631,95.83,64,22.13,1077.78,747.7,2060.59,3231.76,85169.24,69,192.2556207674944,0.0,0.0,0.3207246376811594,42452.69,0.1603623188405797
175,SHP00176,Delhi,Jaipur,Frozen Peas,Non-Refrigerated Truck,State Highway,Rainy,1464,13889,85.1,54,29.76,13054.97,3364.52,6178.39,2555.92,31778.86,54,21.706871584699453,0.0,0.0,0.5511111111111111,124586.4,0.2755555555555555
176,SHP00177,Jaipur,Bengaluru,Cheese,Non-Refrigerated Truck,State Highway,Hot,418,14466,91.57,60,21.5,14359.33,2742.17,3672.42,3246.73,28090.52,15,67.2022009569378,6.5,0.3023255813953488,1.4333333333333331,38276.26,0.867829457364341
177,SHP00178,Hyderabad,Mumbai,Milk,Non-Refrigerated Truck,National Highway,Rainy,2126,1894,107.66,49,19.34,4967.5,422.03,4284.25,2827.47,83653.45,18,39.3478127939793,1.34,0.0692864529472595,1.0744444444444443,228885.16,0.5718654486958521
178,SHP00179,Ranchi,Mumbai,Frozen Peas,Refrigerated Truck,National Highway,Foggy,1890,19320,103.09,66,30.64,8331.98,2684.27,1270.55,905.66,75703.32,36,40.05466666666667,0.0,0.0,0.8511111111111112,194840.1,0.4255555555555556
179,SHP00180,Chennai,Pune,Milk,Refrigerated Truck,Urban Road,Clear,1496,2335,101.16,36,63.03,9887.42,4276.33,4946.06,1191.05,99484.3,63,66.50020053475936,0.0300000000000011,0.0004759638267491,1.0004761904761903,151335.36,0.5004760771514698
180,SHP00181,Kolkata,Raipur,Cheese,Refrigerated Truck,State Highway,Rainy,58,11254,93.42,39,8.79,8046.19,4474.25,4596.12,1871.48,36089.93,15,622.2401724137931,0.0,0.0,0.586,5418.36,0.293
181,SHP00182,Chennai,Lucknow,Cheese,Mini Van,National Highway,Hot,383,8738,87.27,35,24.14,3595.81,3545.54,6239.39,1702.45,85717.47,27,223.8054046997389,0.0,0.0,0.8940740740740741,33424.41,0.447037037037037
182,SHP00183,Pune,Indore,Frozen Peas,Mini Van,National Highway,Rainy,999,8447,108.55,54,42.24,8927.9,3380.69,4347.0,1449.76,26853.47,71,26.88035035035035,0.0,0.0,0.5949295774647888,108441.45,0.2974647887323944
183,SHP00184,Jaipur,Mumbai,Milk,Non-Refrigerated Truck,State Highway,Rainy,442,17935,86.16,35,63.46,4250.73,3891.71,6908.23,2013.21,33534.9,44,75.87081447963801,19.46,0.3066498581783801,1.4422727272727274,38082.72,0.8744612927255537
184,SHP00185,Delhi,Lucknow,Meat,Mini Van,State Highway,Clear,1901,5796,86.77,46,23.32,2892.82,840.39,3436.1,2228.52,63141.61,16,33.21494476591268,7.32,0.313893653516295,1.4575,164949.77,0.8856968267581475
185,SHP00186,Ahmedabad,Delhi,Curd,Mini Van,State Highway,Hot,1381,14922,93.85,51,27.71,7830.1,1112.94,6230.02,3667.16,100872.82,15,73.04331643736424,12.71,0.4586791771923493,1.8473333333333333,129606.85,1.1530062552628415
186,SHP00187,Pune,Kolkata,Meat,Non-Refrigerated Truck,National Highway,Foggy,828,9378,102.19,52,58.26,5893.98,2531.53,2692.14,1410.15,38639.66,40,46.66625603864735,18.26,0.3134225883968417,1.4565,84613.31999999999,0.8849612941984208
187,SHP00188,Bhubaneswar,Bhopal,Milk,Non-Refrigerated Truck,National Highway,Foggy,1748,10302,114.77,58,29.33,897.44,2364.91,7042.57,503.33,27536.53,30,15.75316361556064,0.0,0.0,0.9776666666666666,200617.96,0.4888333333333333
188,SHP00189,Ahmedabad,Indore,Ready-to-Eat Meals,Refrigerated Truck,Urban Road,Clear,436,3409,87.72,36,61.91,14270.33,1084.93,3463.24,1458.94,76184.64,45,174.7354128440367,16.909999999999997,0.2731384267485058,1.3757777777777778,38245.92,0.8244581022631419
189,SHP00190,Delhi,Chandigarh,Ready-to-Eat Meals,Refrigerated Truck,State Highway,Foggy,1833,1257,99.2,64,34.96,1073.57,3455.64,6154.79,2949.9,44508.61,27,24.281838516093835,7.960000000000001,0.2276887871853547,1.2948148148148149,181833.6,0.7612518010000848
190,SHP00191,Chandigarh,Lucknow,Fish,Non-Refrigerated Truck,National Highway,Foggy,1895,8745,103.05,68,42.7,13592.86,3757.21,6629.73,1712.48,51306.97,68,27.07491820580475,0.0,0.0,0.6279411764705882,195279.75,0.3139705882352941
191,SHP00192,Bhubaneswar,Patna,Ready-to-Eat Meals,Non-Refrigerated Truck,National Highway,Rainy,271,10822,109.69,49,42.14,3251.18,1500.05,2148.88,1018.21,72915.82,51,269.0620664206642,0.0,0.0,0.8262745098039216,29725.99,0.4131372549019608
192,SHP00193,Lucknow,Bengaluru,Ready-to-Eat Meals,Mini Van,State Highway,Foggy,1916,15379,105.69,55,12.11,2557.0,1702.1,6608.72,1733.37,15451.59,68,8.064504175365345,0.0,0.0,0.1780882352941176,202502.04,0.0890441176470588
193,SHP00194,Chennai,Raipur,Curd,Mini Van,National Highway,Hot,1102,7028,109.23,58,28.14,1502.88,1435.18,3027.34,2963.93,40644.32,13,36.88232304900181,15.14,0.5380241648898365,2.164615384615385,120371.46,1.351319774752611
194,SHP00195,Pune,Bengaluru,Cheese,Mini Van,State Highway,Rainy,976,10627,100.67,58,20.43,6672.72,1537.3,5166.34,646.3,71994.75,20,73.76511270491804,0.4299999999999997,0.0210474791972589,1.0215,98253.92,0.5212737395986295
195,SHP00196,Ranchi,Mumbai,Fish,Non-Refrigerated Truck,National Highway,Foggy,1275,7166,98.02,36,50.45,9009.51,1950.43,4651.24,2873.81,20867.37,44,16.366564705882354,6.450000000000003,0.1278493557978196,1.1465909090909092,124975.5,0.6372201324443645
196,SHP00197,Ranchi,Jaipur,Cheese,Non-Refrigerated Truck,State Highway,Hot,1881,6866,103.56,63,67.49,13604.15,2317.24,5099.29,801.87,67571.12,30,35.922977139819245,37.49,0.5554897021781005,2.2496666666666667,194796.36,1.4025781844223837
197,SHP00198,Raipur,Hyderabad,Milk,Refrigerated Truck,State Highway,Rainy,179,10580,112.03,34,18.44,11864.35,2524.08,6520.12,3925.66,87539.93,53,489.0498882681564,0.0,0.0,0.3479245283018868,20053.37,0.1739622641509434
198,SHP00199,Mumbai,Bhubaneswar,Frozen Peas,Mini Van,National Highway,Hot,2145,8599,101.53,42,10.21,2814.54,2527.56,6819.21,1943.58,62550.98,40,29.16129603729604,0.0,0.0,0.25525,217781.85,0.127625
199,SHP00200,Delhi,Nagpur,Fish,Refrigerated Truck,State Highway,Clear,876,19217,103.17,35,38.45,2932.03,3162.94,2755.34,1749.08,62999.42,29,71.91714611872146,9.450000000000005,0.2457737321196359,1.3258620689655174,90376.92,0.7858179005425767
200,SHP00201,Ranchi,Nagpur,Paneer,Non-Refrigerated Truck,Urban Road,Clear,649,18487,95.14,61,30.58,618.33,1851.69,2324.62,2465.36,22735.93,25,35.032249614791986,5.579999999999998,0.1824722040549378,1.2231999999999998,61745.86,0.7028361020274688
