Shipment_ID,Source_City,Destination_City,Food_Product,Vehicle_Type,Road_Type,Weather_Condition,Distance_km,Shipment_Weight_kg,Fuel_Price_INR_per_litre,Avg_Speed_kmph,Transit_Time_hours,Refrigeration_Cost_INR,Toll_Cost_INR,Driver_Cost_INR,Maintenance_Cost_INR,Total_Transportation_Cost_INR,Max_Allowable_Time_hours
SHP00160,Bengaluru,Lucknow,Ready-to-Eat Meals,Refrigerated Truck,Urban Road,Clear,1896,7974,112.21,41,11.23,6688.46,4171.34,6970.85,2395.89,8639.23,50
SHP00161,Delhi,Nagpur,Fresh Vegetables,Non-Refrigerated Truck,Urban Road,Clear,586,1841,105.49,36,62.6,7094.81,4770.3,2672.13,2077.63,28888.84,49
SHP00162,Delhi,Delhi,Fresh Vegetables,Mini Van,State Highway,Rainy,124,19698,96.4,53,51.44,3472.84,3853.48,4818.0,1486.33,112061.78,39
SHP00163,Mumbai,Chandigarh,Fresh Fruits,Non-Refrigerated Truck,State Highway,Rainy,1726,12008,102.72,34,45.3,1394.43,2900.39,1874.95,1217.32,114268.71,23
SHP00164,Indore,Bhubaneswar,Meat,Mini Van,State Highway,Clear,1491,8822,90.14,62,56.81,11616.83,3663.78,1298.05,1060.58,68208.47,22
SHP00165,Hyderabad,Ranchi,Paneer,Non-Refrigerated Truck,Urban Road,Foggy,1676,13731,103.04,67,66.22,11862.02,218.96,1280.34,637.76,56797.43,36
SHP00166,Kolkata,Bhubaneswar,Meat,Mini Van,Urban Road,Hot,1649,6044,100.03,69,55.79,9176.36,3490.04,7651.1,1699.86,76780.13,43
SHP00167,Chandigarh,Ahmedabad,Fresh Vegetables,Non-Refrigerated Truck,National Highway,Rainy,658,16202,85.78,35,32.6,2654.84,401.73,1313.56,2962.64,108495.48,57
SHP00168,Raipur,Lucknow,Fresh Fruits,Non-Refrigerated Truck,National Highway,Foggy,661,4814,94.66,37,16.0,7405.09,4460.72,5222.11,2444.79,58746.77,55
SHP00169,Hyderabad,Lucknow,Paneer,Mini Van,National Highway,Clear,1070,10300,90.74,51,52.54,3079.54,4503.32,1401.74,355.86,78649.8,40
SHP00170,Bengaluru,Bengaluru,Fish,Non-Refrigerated Truck,Urban Road,Clear,834,8888,96.72,43,20.78,13278.47,748.74,6002.34,3386.73,31404.25,70
SHP00171,Mumbai,Lucknow,Frozen Peas,Refrigerated Truck,State Highway,Rainy,290,6480,92.25,38,57.22,10610.69,3462.22,4425.27,1779.65,68393.3,20
SHP00172,Hyderabad,Bhubaneswar,Curd,Non-Refrigerated Truck,National Highway,Rainy,2102,5213,110.03,42,27.03,954.96,3407.09,2458.5,2899.76,20525.09,67
SHP00173,Chandigarh,Hyderabad,Paneer,Mini Van,Urban Road,Foggy,1288,18519,105.93,61,14.66,524.16,2590.79,5223.16,3125.71,6961.55,33
SHP00174,Ranchi,Chennai,Fish,Refrigerated Truck,State Highway,Clear,1652,11435,107.2,43,21.32,14764.53,320.11,3339.5,2063.26,71204.77,23
SHP00175,Ranchi,Ahmedabad,Fish,Refrigerated Truck,National Highway,Rainy,443,13631,95.83,64,22.13,1077.78,747.7,2060.59,3231.76,85169.24,69
SHP00176,Delhi,Jaipur,Frozen Peas,Non-Refrigerated Truck,State Highway,Rainy,1464,13889,85.1,54,29.76,13054.97,3364.52,6178.39,2555.92,31778.86,54
SHP00177,Jaipur,Bengaluru,Cheese,Non-Refrigerated Truck,State Highway,Hot,418,14466,91.57,60,21.5,14359.33,2742.17,3672.42,3246.73,28090.52,15
SHP00178,Hyderabad,Mumbai,Milk,Non-Refrigerated Truck,National Highway,Rainy,2126,1894,107.66,49,19.34,4967.5,422.03,4284.25,2827.47,83653.45,18
SHP00179,Ranchi,Mumbai,Frozen Peas,Refrigerated Truck,National Highway,Foggy,1890,19320,103.09,66,30.64,8331.98,2684.27,1270.55,905.66,75703.32,36
SHP00180,Chennai,Pune,Milk,Refrigerated Truck,Urban Road,Clear,1496,2335,101.16,36,63.03,9887.42,4276.33,4946.06,1191.05,99484.3,63
SHP00181,Kolkata,Raipur,Cheese,Refrigerated Truck,State Highway,Rainy,58,11254,93.42,39,8.79,8046.19,4474.25,4596.12,1871.48,36089.93,15
SHP00182,Chennai,Lucknow,Cheese,Mini Van,National Highway,Hot,383,8738,87.27,35,24.14,3595.81,3545.54,6239.39,1702.45,85717.47,27
SHP00183,Pune,Indore,Frozen Peas,Mini Van,National Highway,Rainy,999,8447,108.55,54,42.24,8927.9,3380.69,4347.0,1449.76,26853.47,71
SHP00184,Jaipur,Mumbai,Milk,Non-Refrigerated Truck,State Highway,Rainy,442,17935,86.16,35,63.46,4250.73,3891.71,6908.23,2013.21,33534.9,44
SHP00185,Delhi,Lucknow,Meat,Mini Van,State Highway,Clear,1901,5796,86.77,46,23.32,2892.82,840.39,3436.1,2228.52,63141.61,16
SHP00186,Ahmedabad,Delhi,Curd,Mini Van,State Highway,Hot,1381,14922,93.85,51,27.71,7830.1,1112.94,6230.02,3667.16,100872.82,15
SHP00187,Pune,Kolkata,Meat,Non-Refrigerated Truck,National Highway,Foggy,828,9378,102.19,52,58.26,5893.98,2531.53,2692.14,1410.15,38639.66,40
SHP00188,Bhubaneswar,Bhopal,Milk,Non-Refrigerated Truck,National Highway,Foggy,1748,10302,114.77,58,29.33,897.44,2364.91,7042.57,503.33,27536.53,30
SHP00189,Ahmedabad,Indore,Ready-to-Eat Meals,Refrigerated Truck,Urban Road,Clear,436,3409,87.72,36,61.91,14270.33,1084.93,3463.24,1458.94,76184.64,45
SHP00190,Delhi,Chandigarh,Ready-to-Eat Meals,Refrigerated Truck,State Highway,Foggy,1833,1257,99.2,64,34.96,1073.57,3455.64,6154.79,2949.9,44508.61,27
SHP00191,Chandigarh,Lucknow,Fish,Non-Refrigerated Truck,National Highway,Foggy,1895,8745,103.05,68,42.7,13592.86,3757.21,6629.73,1712.48,51306.97,68
SHP00192,Bhubaneswar,Patna,Ready-to-Eat Meals,Non-Refrigerated Truck,National Highway,Rainy,271,10822,109.69,49,42.14,3251.18,1500.05,2148.88,1018.21,72915.82,51
SHP00193,Lucknow,Bengaluru,Ready-to-Eat Meals,Mini Van,State Highway,Foggy,1916,15379,105.69,55,12.11,2557.0,1702.1,6608.72,1733.37,15451.59,68
SHP00194,Chennai,Raipur,Curd,Mini Van,National Highway,Hot,1102,7028,109.23,58,28.14,1502.88,1435.18,3027.34,2963.93,40644.32,13
SHP00195,Pune,Bengaluru,Cheese,Mini Van,State Highway,Rainy,976,10627,100.67,58,20.43,6672.72,1537.3,5166.34,646.3,71994.75,20
SHP00196,Ranchi,Mumbai,Fish,Non-Refrigerated Truck,National Highway,Foggy,1275,7166,98.02,36,50.45,9009.51,1950.43,4651.24,2873.81,20867.37,44
SHP00197,Ranchi,Jaipur,Cheese,Non-Refrigerated Truck,State Highway,Hot,1881,6866,103.56,63,67.49,13604.15,2317.24,5099.29,801.87,67571.12,30
SHP00198,Raipur,Hyderabad,Milk,Refrigerated Truck,State Highway,Rainy,179,10580,112.03,34,18.44,11864.35,2524.08,6520.12,3925.66,87539.93,53
SHP00199,Mumbai,Bhubaneswar,Frozen Peas,Mini Van,National Highway,Hot,2145,8599,101.53,42,10.21,2814.54,2527.56,6819.21,1943.58,62550.98,40
SHP00200,Delhi,Nagpur,Fish,Refrigerated Truck,State Highway,Clear,876,19217,103.17,35,38.45,2932.03,3162.94,2755.34,1749.08,62999.42,29
SHP00201,Ranchi,Nagpur,Paneer,Non-Refrigerated Truck,Urban Road,Clear,649,18487,95.14,61,30.58,618.33,1851.69,2324.62,2465.36,22735.93,25
SHP00202,Indore,Ahmedabad,Fish,Mini Van,Urban Road,Foggy,819,7467,102.88,65,6.43,10473.41,2616.4,1586.0,834.25,8432.55,18
SHP00203,Bengaluru,Raipur,Fresh Vegetables,Refrigerated Truck,State Highway,Hot,506,12373,103.83,62,66.67,753.45,2629.27,5941.95,1530.72,13275.02,62
SHP00204,Bengaluru,Chennai,Cheese,Non-Refrigerated Truck,Urban Road,Rainy,1122,7410,107.6,62,67.93,2508.95,664.12,4333.45,2415.9,63584.44,23
SHP00205,Jaipur,Lucknow,Milk,Refrigerated Truck,National Highway,Hot,1321,13969,102.17,48,61.83,9700.96,3220.89,2045.71,555.52,56614.39,19
SHP00206,Jaipur,Raipur,Ready-to-Eat Meals,Mini Van,National Highway,Hot,1903,4864,90.93,47,23.08,2678.89,1535.2,4382.93,1249.59,98480.38,26
SHP00207,Chennai,Chandigarh,Fresh Vegetables,Refrigerated Truck,State Highway,Clear,584,17791,102.46,43,12.33,2721.64,425.42,7891.93,2140.22,48402.27,66
SHP00208,Ranchi,Ahmedabad,Fresh Fruits,Refrigerated Truck,National Highway,Clear,1456,3951,93.94,50,44.29,3893.05,3306.09,4904.29,2792.0,112210.09,26
SHP00209,Ranchi,Delhi,Paneer,Non-Refrigerated Truck,National Highway,Foggy,1169,9747,87.62,68,23.14,6086.28,432.41,7104.54,1453.52,43689.18,66
SHP00210,Chennai,Bhopal,Meat,Mini Van,Urban Road,Hot,354,2640,109.76,63,17.72,614.06,2321.03,1618.6,2613.15,68961.87,19
SHP00211,Delhi,Kolkata,Cheese,Refrigerated Truck,National Highway,Hot,1661,16369,86.98,60,47.61,11317.9,3181.52,7314.52,1229.98,82298.5,67
SHP00212,Chandigarh,Pune,Meat,Non-Refrigerated Truck,National Highway,Rainy,1692,11541,103.95,46,55.03,11720.44,4993.21,4906.92,1907.8,93400.25,31
SHP00213,Raipur,Nagpur,Milk,Mini Van,Urban Road,Rainy,1067,17478,114.65,36,39.86,5817.79,2672.61,4779.72,1862.84,80158.89,14
SHP00214,Ahmedabad,Bengaluru,Meat,Non-Refrigerated Truck,State Highway,Clear,1040,8447,87.63,50,25.76,12072.8,1727.34,1964.21,431.57,19460.32,22
SHP00215,Kolkata,Chandigarh,Milk,Mini Van,State Highway,Hot,1645,18423,91.6,36,38.85,4629.19,2561.67,4198.02,3778.51,84011.9,70
SHP00216,Hyderabad,Raipur,Milk,Non-Refrigerated Truck,Urban Road,Foggy,1513,8845,107.82,30,44.78,14792.56,1139.38,4391.71,3088.05,5109.7,65
SHP00217,Ahmedabad,Bengaluru,Curd,Non-Refrigerated Truck,Urban Road,Clear,1561,8371,87.91,51,7.53,6267.12,2302.16,1979.96,2472.26,43633.22,38
SHP00218,Chennai,Chennai,Curd,Non-Refrigerated Truck,National Highway,Hot,1571,917,109.98,51,34.18,10197.84,4390.78,3349.05,1496.81,60032.37,56
SHP00219,Ranchi,Bengaluru,Paneer,Refrigerated Truck,National Highway,Clear,425,4848,85.01,52,44.69,5175.47,853.39,7152.09,3353.97,52410.79,45
SHP00220,Chennai,Patna,Milk,Refrigerated Truck,State Highway,Foggy,2008,16148,111.7,57,12.8,7037.05,2744.71,1233.5,2906.8,35282.4,58
SHP00221,Bhubaneswar,Ranchi,Paneer,Non-Refrigerated Truck,State Highway,Hot,1771,7411,87.0,69,34.52,9853.72,3179.87,4665.61,814.31,103768.78,41
SHP00222,Nagpur,Ahmedabad,Curd,Mini Van,Urban Road,Foggy,736,10898,112.66,59,27.58,5539.11,1702.44,6471.64,2387.17,119207.11,47
SHP00223,Bhubaneswar,Bhopal,Paneer,Non-Refrigerated Truck,National Highway,Hot,420,4363,110.94,39,63.02,10020.59,3732.39,7774.18,1276.09,80903.88,45
SHP00224,Mumbai,Ranchi,Paneer,Refrigerated Truck,Urban Road,Hot,204,5030,101.19,41,37.28,2617.21,3385.79,5606.69,2987.01,19267.15,46
SHP00225,Chennai,Chennai,Frozen Peas,Mini Van,State Highway,Foggy,731,3925,108.34,45,32.99,7514.41,2427.15,1282.09,1863.02,26447.06,13
SHP00226,Ranchi,Delhi,Frozen Peas,Refrigerated Truck,State Highway,Rainy,1909,1505,87.25,50,20.58,4456.46,3272.34,6033.76,1238.73,5412.34,32
SHP00227,Jaipur,Jaipur,Milk,Non-Refrigerated Truck,Urban Road,Foggy,1494,9723,89.05,42,69.11,13840.41,4233.28,6103.98,3697.69,47205.83,34
SHP00228,Kolkata,Jaipur,Fresh Vegetables,Refrigerated Truck,National Highway,Foggy,137,6750,96.08,33,69.36,12458.2,3081.97,4759.88,3669.73,99317.3,26
SHP00229,Delhi,Raipur,Meat,Refrigerated Truck,National Highway,Clear,1579,3479,101.12,66,28.94,7567.58,2930.21,3644.67,3337.36,32029.84,19
SHP00230,Kolkata,Mumbai,Paneer,Refrigerated Truck,Urban Road,Foggy,62,12368,111.05,59,67.17,7079.38,3182.85,4077.63,654.62,51458.51,33
SHP00231,Delhi,Jaipur,Fresh Vegetables,Non-Refrigerated Truck,State Highway,Foggy,1751,13526,101.28,55,46.06,12592.84,3442.76,7616.47,3093.57,114268.49,54
SHP00232,Nagpur,Bhopal,Curd,Refrigerated Truck,Urban Road,Clear,1230,939,104.96,43,57.11,10511.53,2135.14,7211.79,600.01,66069.9,68
SHP00233,Ranchi,Bengaluru,Cheese,Non-Refrigerated Truck,Urban Road,Rainy,369,18721,105.4,66,10.11,10408.15,4216.71,2989.01,686.79,113096.1,18
SHP00234,Ahmedabad,Jaipur,Meat,Non-Refrigerated Truck,National Highway,Foggy,341,3709,111.33,54,5.45,8449.69,4634.74,1518.48,901.38,10741.57,33
SHP00235,Pune,Bhopal,Ready-to-Eat Meals,Refrigerated Truck,State Highway,Clear,1689,16217,108.3,68,38.96,13004.21,3184.94,6214.9,2849.87,82506.8,48
SHP00236,Chennai,Delhi,Meat,Mini Van,State Highway,Rainy,822,13629,114.31,56,9.16,3247.74,4456.29,4730.99,1720.97,20069.75,37
SHP00237,Raipur,Patna,Paneer,Refrigerated Truck,National Highway,Rainy,1733,17778,85.6,43,64.64,12997.35,3774.32,5481.83,3421.24,8372.6,21
SHP00238,Delhi,Kolkata,Milk,Refrigerated Truck,State Highway,Foggy,1550,17534,91.23,31,59.77,8050.75,2230.23,7607.04,3060.14,35439.28,27
SHP00239,Ranchi,Kolkata,Milk,Refrigerated Truck,State Highway,Rainy,1724,9783,112.91,31,52.61,9509.25,2580.88,7600.16,3139.74,7233.82,12
SHP00240,Indore,Lucknow,Paneer,Mini Van,National Highway,Foggy,973,12933,108.77,62,6.13,14455.11,2936.63,6811.42,3744.26,23426.08,44
SHP00241,Nagpur,Hyderabad,Paneer,Mini Van,State Highway,Rainy,1506,13171,93.02,31,35.17,6655.3,4707.51,2854.55,2499.63,28111.99,46
SHP00242,Hyderabad,Indore,Fresh Fruits,Non-Refrigerated Truck,State Highway,Rainy,207,11207,114.23,63,9.31,10186.46,3310.78,6609.49,3456.94,119616.21,15
SHP00243,Hyderabad,Ranchi,Meat,Mini Van,Urban Road,Rainy,433,16370,111.1,54,67.15,8070.89,2641.01,6929.92,1248.6,11809.36,59
SHP00244,Bhopal,Chennai,Frozen Peas,Mini Van,State Highway,Foggy,447,5485,86.94,66,45.66,14008.28,792.31,1006.23,3696.29,114329.69,35
SHP00245,Ahmedabad,Nagpur,Frozen Peas,Refrigerated Truck,Urban Road,Rainy,2153,3062,109.34,56,14.64,7570.86,3401.03,3859.91,3775.54,49118.82,26
SHP00246,Mumbai,Delhi,Ready-to-Eat Meals,Non-Refrigerated Truck,Urban Road,Hot,1146,4283,108.53,55,42.12,4213.91,2862.69,3191.03,1744.74,67421.53,16
SHP00247,Delhi,Lucknow,Fresh Vegetables,Non-Refrigerated Truck,Urban Road,Clear,1019,11489,91.63,51,12.06,7499.63,4712.04,6907.55,1534.53,8854.24,39
SHP00248,Patna,Patna,Ready-to-Eat Meals,Mini Van,National Highway,Clear,243,16938,105.08,36,13.91,13792.98,1841.76,1754.59,1403.77,5616.53,69
SHP00249,Delhi,Pune,Cheese,Mini Van,National Highway,Hot,1780,9785,114.11,42,9.51,7760.36,4018.13,5355.11,2078.96,33139.03,36
SHP00250,Bengaluru,Kolkata,Cheese,Refrigerated Truck,State Highway,Rainy,809,10604,105.28,57,63.28,2619.05,1556.13,4564.29,2749.34,84003.02,20
SHP00251,Ranchi,Nagpur,Fresh Fruits,Mini Van,Urban Road,Hot,1302,18401,109.41,57,41.11,8353.31,1024.53,7475.52,2174.79,84812.64,51
SHP00252,Kolkata,Ranchi,Milk,Mini Van,State Highway,Foggy,844,14099,87.98,53,26.3,6120.19,258.52,4319.75,2252.01,72323.67,12
SHP00253,Chennai,Nagpur,Meat,Non-Refrigerated Truck,State Highway,Clear,1676,5369,106.82,64,4.05,9921.72,4498.02,1538.26,524.07,58277.96,56
SHP00254,Raipur,Chennai,Cheese,Mini Van,State Highway,Rainy,1712,5507,91.14,62,36.1,3999.6,2334.17,7225.44,3619.3,32627.04,30
SHP00255,Raipur,Raipur,Fresh Vegetables,Refrigerated Truck,State Highway,Clear,1144,13796,87.16,66,38.87,5173.25,1549.74,5208.28,945.34,101284.32,65
SHP00256,Indore,Nagpur,Meat,Non-Refrigerated Truck,State Highway,Hot,140,11701,101.56,38,26.89,7990.34,2135.08,5678.18,2971.4,70918.65,27
SHP00257,Nagpur,Bhubaneswar,Meat,Non-Refrigerated Truck,Urban Road,Hot,1689,2765,107.52,32,36.93,2215.08,3616.89,6040.27,1420.74,44517.23,61
SHP00258,Hyderabad,Chennai,Frozen Peas,Mini Van,Urban Road,Clear,126,9415,101.4,31,10.85,3552.33,2087.69,6794.57,2039.05,22034.57,28
SHP00259,Chennai,Chennai,Milk,Refrigerated Truck,Urban Road,Clear,1370,16584,112.95,51,66.7,12119.45,1283.51,6171.29,326.29,80828.5,61
SHP00260,Jaipur,Indore,Cheese,Non-Refrigerated Truck,Urban Road,Clear,1707,14469,105.87,50,21.57,14118.68,621.39,2800.87,3320.5,27480.78,60
SHP00261,Bengaluru,Bengaluru,Frozen Peas,Refrigerated Truck,National Highway,Clear,395,4859,88.53,66,68.5,14558.26,3184.28,7706.58,3855.71,65227.51,13
SHP00262,Raipur,Lucknow,Fish,Refrigerated Truck,Urban Road,Hot,1714,13131,113.04,53,37.52,14090.29,4868.91,2017.68,756.55,55023.38,66
SHP00263,Nagpur,Jaipur,Curd,Mini Van,Urban Road,Rainy,699,10192,89.59,43,62.26,14159.28,3247.01,3900.65,1012.02,28057.85,63
SHP00264,Chennai,Delhi,Fish,Refrigerated Truck,Urban Road,Clear,1334,15662,107.75,62,43.25,12405.84,4745.06,4727.03,567.62,94678.25,65
SHP00265,Delhi,Bhopal,Fish,Non-Refrigerated Truck,National Highway,Rainy,1419,7685,89.46,46,61.42,11166.41,4414.41,1376.69,592.0,57694.45,32
SHP00266,Delhi,Chennai,Curd,Mini Van,State Highway,Clear,1962,18721,114.96,50,4.69,3861.66,948.03,1872.72,2332.28,7916.57,35
SHP00267,Chennai,Chandigarh,Fish,Non-Refrigerated Truck,National Highway,Foggy,1536,14702,94.97,42,16.68,6905.09,4419.4,2322.36,906.08,62896.67,21
SHP00268,Bhubaneswar,Ranchi,Cheese,Refrigerated Truck,Urban Road,Rainy,2049,16069,99.88,69,28.07,6270.5,205.24,7091.4,1119.42,28752.63,57
SHP00269,Lucknow,Hyderabad,Meat,Refrigerated Truck,Urban Road,Foggy,815,9123,99.01,40,24.14,11089.98,2646.28,5209.88,1970.1,119205.26,17
SHP00270,Chennai,Chennai,Frozen Peas,Mini Van,National Highway,Hot,1859,18703,88.06,31,68.38,7393.1,2709.05,1705.16,2078.48,79456.36,64
SHP00271,Ahmedabad,Hyderabad,Paneer,Mini Van,State Highway,Foggy,1634,16664,99.82,66,30.84,5722.52,3688.76,6129.83,1364.33,16132.95,25
SHP00272,Nagpur,Ahmedabad,Fresh Fruits,Non-Refrigerated Truck,National Highway,Hot,2162,19261,89.49,57,70.1,12304.09,3828.9,4194.02,3931.22,63035.99,31
SHP00273,Bhubaneswar,Bhopal,Frozen Peas,Non-Refrigerated Truck,National Highway,Clear,1532,4871,109.06,32,48.27,11373.64,1312.01,2113.93,719.29,50459.99,26
SHP00274,Patna,Indore,Fresh Vegetables,Refrigerated Truck,Urban Road,Hot,725,18329,113.75,44,60.82,5847.85,4433.73,4930.53,1008.44,73142.82,29
SHP00275,Mumbai,Lucknow,Milk,Mini Van,National Highway,Clear,525,7580,109.24,53,30.78,6580.15,1059.74,3692.62,1887.94,80857.16,40
SHP00276,Lucknow,Chennai,Cheese,Refrigerated Truck,National Highway,Clear,375,18787,97.93,37,16.93,13451.23,4815.11,5538.63,1373.33,57189.6,52
SHP00277,Mumbai,Kolkata,Frozen Peas,Refrigerated Truck,National Highway,Clear,2185,18799,85.07,35,7.43,11123.84,4928.61,7862.21,3381.92,78497.76,27
SHP00278,Raipur,Delhi,Cheese,Non-Refrigerated Truck,National Highway,Hot,207,16817,86.1,61,48.64,10504.75,3544.65,6093.09,954.32,38080.12,65
SHP00279,Ahmedabad,Bhopal,Ready-to-Eat Meals,Non-Refrigerated Truck,National Highway,Clear,1346,15582,99.85,64,70.08,10819.7,3313.65,4587.43,2943.59,9260.08,52
SHP00280,Delhi,Kolkata,Curd,Non-Refrigerated Truck,National Highway,Foggy,989,5767,105.38,42,12.04,1983.39,4900.17,5288.73,765.73,11414.08,69
SHP00281,Jaipur,Chandigarh,Paneer,Mini Van,Urban Road,Foggy,331,11550,109.59,57,56.48,8670.77,1361.61,6417.06,1291.33,103014.14,27
SHP00282,Chandigarh,Chandigarh,Fresh Vegetables,Non-Refrigerated Truck,Urban Road,Clear,706,4465,102.99,33,28.79,4719.52,3284.77,2609.8,3037.8,44238.35,16
SHP00283,Ranchi,Indore,Meat,Mini Van,Urban Road,Clear,950,19036,114.35,60,71.56,1730.08,2149.6,1946.95,628.87,113495.39,57
SHP00284,Pune,Chandigarh,Meat,Refrigerated Truck,Urban Road,Rainy,380,17175,99.81,30,63.16,11100.47,1004.37,5031.8,3658.36,59342.76,38
SHP00285,Lucknow,Hyderabad,Frozen Peas,Mini Van,National Highway,Hot,193,9760,103.0,59,19.69,4912.86,813.31,6219.15,1489.2,101940.78,70
SHP00286,Chennai,Indore,Fish,Non-Refrigerated Truck,National Highway,Rainy,1463,6102,91.9,37,56.07,4995.85,3561.8,3956.28,1535.64,20781.17,66
SHP00287,Bhubaneswar,Jaipur,Curd,Mini Van,National Highway,Foggy,1093,15060,95.19,69,53.93,9777.9,1299.12,2356.53,1167.41,103664.17,39
SHP00288,Bhopal,Lucknow,Fish,Mini Van,National Highway,Hot,1285,14733,105.49,43,55.91,10160.82,3076.94,5466.59,3524.29,112915.14,43
SHP00289,Pune,Chennai,Fish,Non-Refrigerated Truck,Urban Road,Foggy,1637,7547,103.05,57,9.63,7373.94,1340.56,5737.34,2667.73,114736.64,17
SHP00290,Kolkata,Chennai,Fresh Vegetables,Non-Refrigerated Truck,Urban Road,Hot,699,11836,96.09,63,59.04,8568.78,2378.37,6520.61,463.34,39554.63,12
SHP00291,Bhopal,Ranchi,Cheese,Refrigerated Truck,National Highway,Hot,714,9609,88.36,68,21.78,12808.87,3763.19,5103.79,3687.35,87675.75,63
SHP00292,Delhi,Chennai,Frozen Peas,Mini Van,National Highway,Hot,222,11935,95.28,33,44.15,2052.66,2735.06,3561.53,3746.85,12181.98,54
SHP00293,Ahmedabad,Lucknow,Meat,Refrigerated Truck,National Highway,Foggy,2098,8087,86.32,53,11.85,1447.58,4383.08,2533.84,2336.06,38272.43,22
SHP00294,Nagpur,Chandigarh,Milk,Refrigerated Truck,National Highway,Clear,1277,11475,102.42,56,41.95,10015.55,2726.23,1297.47,1465.38,42984.43,19
SHP00295,Ranchi,Ahmedabad,Fish,Mini Van,State Highway,Foggy,1944,16095,94.69,40,65.64,9255.26,1132.35,3805.77,894.88,86522.61,32
SHP00296,Nagpur,Hyderabad,Ready-to-Eat Meals,Refrigerated Truck,State Highway,Hot,1274,14432,96.4,52,16.05,3195.89,4506.08,6391.32,1266.62,41979.03,53
SHP00297,Indore,Chandigarh,Fresh Vegetables,Mini Van,State Highway,Foggy,987,17886,102.25,61,62.14,8067.53,2205.96,6270.16,3542.71,12625.26,25
SHP00298,Patna,Indore,Fresh Fruits,Refrigerated Truck,State Highway,Foggy,458,16644,102.44,33,33.61,11312.18,4363.81,7593.98,1063.61,58785.11,36
SHP00299,Mumbai,Ranchi,Frozen Peas,Refrigerated Truck,National Highway,Rainy,627,11119,102.65,48,25.92,11109.74,1315.46,1126.56,852.57,39496.2,25
SHP00300,Mumbai,Bhubaneswar,Ready-to-Eat Meals,Mini Van,National Highway,Hot,2058,2039,99.75,36,7.88,9137.98,3253.61,2236.36,1511.25,93705.38,39
SHP00301,Raipur,Bhopal,Fish,Non-Refrigerated Truck,National Highway,Foggy,131,8775,99.64,62,39.94,2391.49,993.33,5628.6,1415.56,64214.88,52
SHP00302,Lucknow,Chennai,Cheese,Mini Van,State Highway,Hot,652,18820,109.64,43,17.6,4908.1,584.32,4792.5,3037.95,40417.17,22
SHP00303,Hyderabad,Patna,Fresh Vegetables,Non-Refrigerated Truck,State Highway,Foggy,2025,19290,99.03,42,67.93,6383.84,4994.7,6026.72,1721.19,11290.91,20
SHP00304,Patna,Nagpur,Paneer,Mini Van,National Highway,Rainy,1288,5992,101.08,35,20.19,11929.67,250.55,3720.96,1052.95,30019.68,30
SHP00305,Chandigarh,Bhubaneswar,Milk,Mini Van,State Highway,Foggy,1037,2097,114.65,48,43.9,8385.24,3037.99,3469.23,832.84,24540.59,35
SHP00306,Bengaluru,Nagpur,Fresh Vegetables,Non-Refrigerated Truck,Urban Road,Clear,190,8749,90.43,38,41.98,11131.4,264.48,5891.46,2134.26,45095.63,57
SHP00307,Delhi,Bengaluru,Ready-to-Eat Meals,Non-Refrigerated Truck,State Highway,Hot,188,7327,106.79,64,26.9,13890.89,2848.31,3860.59,3806.29,9235.1,52
SHP00308,Ahmedabad,Nagpur,Meat,Mini Van,State Highway,Rainy,1133,6445,99.2,55,61.94,9546.89,679.57,2813.87,1834.4,9836.47,32
SHP00309,Indore,Ahmedabad,Milk,Mini Van,State Highway,Foggy,1637,13801,109.92,33,16.46,3938.63,3980.17,3111.26,436.1,110204.55,30
SHP00310,Indore,Patna,Paneer,Mini Van,State Highway,Rainy,1134,19805,97.12,57,59.56,2523.92,1604.99,2536.63,1312.35,107577.92,53
SHP00311,Bengaluru,Patna,Fresh Fruits,Non-Refrigerated Truck,National Highway,Foggy,1799,11503,94.09,56,18.11,507.87,1852.84,1078.39,1515.06,86641.92,32
SHP00312,Pune,Hyderabad,Frozen Peas,Mini Van,Urban Road,Hot,1705,7483,91.23,36,6.66,3046.61,1411.12,5843.72,2591.89,87918.77,52
SHP00313,Kolkata,Ahmedabad,Fish,Non-Refrigerated Truck,National Highway,Foggy,89,15353,111.17,38,68.18,4403.57,746.85,6143.56,3510.27,14013.27,49
SHP00314,Hyderabad,Hyderabad,Curd,Refrigerated Truck,State Highway,Rainy,1419,6729,106.55,63,47.34,4411.8,2601.61,6542.5,3867.46,22029.04,60
SHP00315,Bhopal,Patna,Cheese,Non-Refrigerated Truck,State Highway,Clear,1400,11911,87.31,37,46.87,10172.69,2348.83,2255.21,1169.78,37232.51,24
SHP00316,Patna,Chennai,Ready-to-Eat Meals,Refrigerated Truck,State Highway,Rainy,2044,10291,106.4,39,22.02,2678.47,2789.27,7397.86,3458.56,62533.64,33
SHP00317,Chennai,Lucknow,Fresh Vegetables,Mini Van,State Highway,Clear,1902,12238,86.05,30,13.46,6814.13,3204.34,3318.83,651.77,102509.09,13
SHP00318,Ahmedabad,Patna,Meat,Mini Van,State Highway,Clear,793,7310,90.45,37,52.01,571.17,625.51,7261.39,2385.36,118148.58,31
SHP00319,Ranchi,Ranchi,Cheese,Non-Refrigerated Truck,Urban Road,Hot,87,11898,102.78,68,39.27,4286.84,2184.84,2906.0,1579.41,94579.54,63
